APPL_ID,POD_ID,LATITUDE,LONGITUDE,WATERSHED,SUBWATERSHED,LEGAL_DELTA,WEIGHT_DIR,WEIGHT_STOR
A025727,21100,38.70552454,-121.6180576,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,21101,38.78071559,-121.6043228,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,21102,38.7307,-121.6029,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,35811,38.62114989,-121.5240045,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,35812,38.74569456,-121.5631426,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,38448,38.62114989,-121.5240045,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025727,38449,38.69264425,-121.625835,Sacramento,Sacramento Valley Floor,FALSE,0.083333333,0.083333333
A025736,12850,40.6189988,-122.2543603,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025736,35813,40.61736005,-122.2505715,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025737,26760,40.61682538,-122.2439052,Sacramento,Sacramento Bend,FALSE,1,1
A025743,15397,40.0918105,-122.4314397,Sacramento,Sacramento Bend,FALSE,1,1
A025744,12851,40.0918105,-122.4314397,Sacramento,Sacramento Bend,FALSE,1,1
A025751,35816,39.1617,-121.612,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025752,35817,38.23849187,-121.0532377,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A025755,26761,39.04154419,-122.1896254,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025765,7070,38.6136,-122.4233,Sacramento,Putah,FALSE,0.5,0.5
A025765,41583,38.6158,-122.4236,Sacramento,Putah,FALSE,0.5,0.5
A025782,15399,38.33436304,-122.0129307,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025783,12859,40.79684852,-121.9048478,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025783,24070,40.79547401,-121.902502,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025784A,3981,40.79767159,-121.9043048,Sacramento,Sacramento Bend,FALSE,1,1
A025784B,1301,40.79767454,-121.9079169,Sacramento,Sacramento Bend,FALSE,1,1
A025785,21105,39.95389863,-122.231519,Sacramento,Upper Sacramento Valley,FALSE,1,1
A025792,21106,39.08755064,-122.0157025,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025792,21107,39.08974722,-122.015703,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025792,21108,39.08974717,-122.0160554,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025793,29891,39.08755064,-122.0157025,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025793,29892,39.08974722,-122.015703,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025793,29893,39.08974717,-122.0160554,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A025799,1302,37.55002322,-121.5367654,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A025801,1303,39.91802252,-122.4709689,Sacramento,Upper Sacramento Valley,FALSE,1,1
A025806A,44294,40.79959976,-121.9126101,Sacramento,Sacramento Bend,FALSE,1,1
A025806B,12861,40.87044403,-121.9486766,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025806B,15400,40.79904992,-121.9115272,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025807,35821,39.03115773,-122.1577379,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025808,44295,38.11429958,-121.007123,San Joaquin,Calaveras,FALSE,1,1
A025809,29894,38.77519358,-120.3530414,Sacramento,Upper American,FALSE,1,1
A025829,35825,37.79873862,-121.7217839,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A025835,32627,41.57735599,-120.4286798,Sacramento,Sacramento Bend,FALSE,1,1
A025840,15401,37.93476755,-120.8321757,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A025841,7075,38.78178351,-120.7363749,Sacramento,Upper American,FALSE,1,1
A025842,32628,37.71181438,-120.3178078,San Joaquin,Merced,FALSE,1,1
A025847,7076,39.36462899,-122.559236,Sacramento,Stony,FALSE,1,1
A025855,32629,38.8800463,-120.9991736,Sacramento,Upper American,FALSE,1,1
A025856,18455,40.8067512,-121.933915,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025856,24103,40.80455212,-121.9288597,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A025857,44296,38.11429958,-121.007123,San Joaquin,Calaveras,FALSE,1,1
A025858,35864,38.12033049,-121.0095977,San Joaquin,Calaveras,FALSE,1,1
A025860,24104,38.39964051,-120.7652593,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A025862,26765,38.47160993,-122.1065638,Sacramento,Putah,FALSE,1,1
A025865,24105,39.32537006,-121.2466937,Sacramento,Yuba,FALSE,1,1
A025872,12895,37.70918341,-120.5805402,San Joaquin,Tuolumne,FALSE,1,1
A025882,12896,36.9998,-119.7045,San Joaquin,Upper San Joaquin,FALSE,1,1
A025883,41612,38.97978017,-121.6922154,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A025883,41613,38.98829756,-121.6942894,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A025890,24111,40.15762038,-122.2787335,Sacramento,Sacramento Bend,FALSE,1,1
A025891,29941,39.32935486,-121.1285662,Sacramento,Yuba,FALSE,1,1
A025893,9746,38.64869714,-122.4088587,Sacramento,Putah,FALSE,1,1
A025897,35865,39.13214378,-121.0848073,Sacramento,Bear,FALSE,1,1
A025898,4025,37.76194005,-120.5117553,San Joaquin,Tuolumne,FALSE,1,1
A025901,1340,38.15162034,-120.8647958,San Joaquin,Calaveras,FALSE,1,1
A025903,7130,40.61488829,-122.2511026,Sacramento,Sacramento Bend,FALSE,0.25,0.25
A025903,35866,40.61791726,-122.2467911,Sacramento,Sacramento Bend,FALSE,0.25,0.25
A025903,35867,40.61627291,-122.2455242,Sacramento,Sacramento Bend,FALSE,0.25,0.25
A025903,38496,40.62025135,-122.2464395,Sacramento,Sacramento Bend,FALSE,0.25,0.25
A025907,7131,38.22098019,-121.0395311,San Joaquin,Mokelumne,FALSE,0.333333333,0.333333333
A025907,12897,38.21408501,-121.0460939,San Joaquin,Mokelumne,FALSE,0.333333333,0.333333333
A025907,12898,38.21545799,-121.046104,San Joaquin,Mokelumne,FALSE,0.333333333,0.333333333
A025908,1342,40.51221308,-122.0430081,Sacramento,Sacramento Bend,FALSE,1,1
A025911,4597,38.73597372,-122.5315118,Sacramento,Putah,FALSE,0,0
A025911,4598,38.73488813,-122.528699,Sacramento,Putah,FALSE,1,1
A025912,18457,38.7384606,-122.4968205,Sacramento,Putah,FALSE,0.5,0.5
A025912,41615,38.73842896,-122.5041828,Sacramento,Putah,FALSE,0.5,0.5
A025921,21146,39.90401089,-122.4737226,Sacramento,Upper Sacramento Valley,FALSE,1,1
A025922A,18458,39.08435814,-121.1379214,Sacramento,Bear,FALSE,1,1
A025922B,15432,39.0843451,-121.13616,Sacramento,Bear,FALSE,1,1
A025928,18459,39.75930269,-122.4833785,Sacramento,Stony,FALSE,1,1
A025930,12901,38.89410792,-120.9742021,Sacramento,Upper American,FALSE,1,1
A025931,41618,40.87044403,-121.9486766,Sacramento,Sacramento Bend,FALSE,1,1
A025932,4026,38.61243673,-121.0141332,San Joaquin,Cosumnes,FALSE,1,1
A025944,28598,39.52067799,-122.3575289,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A025944,41620,39.52163621,-122.35842,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A025952,21148,38.22882189,-120.8524702,San Joaquin,Mokelumne,FALSE,1,1
A025962,24116,39.19752962,-121.1068993,Sacramento,Bear,FALSE,1,1
A025963,18461,38.9669868,-121.6359946,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025967,41621,39.8940218,-121.5933954,Sacramento,Upper Sacramento Valley,FALSE,1,1
A025968,21150,41.30717088,-122.2500872,Sacramento,Sacramento Bend,FALSE,0.333333333,0.333333333
A025968,28467,41.31266609,-122.2473778,Sacramento,Sacramento Bend,FALSE,0.333333333,0.333333333
A025968,28468,41.31280874,-122.2448301,Sacramento,Sacramento Bend,FALSE,0.333333333,0.333333333
A025973,41622,38.93926078,-121.2398906,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025985,35871,38.55604959,-121.2590129,Sacramento,Sacramento Valley Floor,FALSE,1,1
A025997,7135,39.25705587,-121.3982293,Sacramento,Yuba,FALSE,1,1
A025999,24117,37.18788595,-120.9527842,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026003A,7137,38.75100377,-122.6289345,Sacramento,Putah,FALSE,0.5,0.5
A026003A,11253,38.74834096,-122.6389047,Sacramento,Putah,FALSE,0.5,0.5
A026003B,29948,38.75058907,-122.6294568,Sacramento,Putah,FALSE,1,1
A026007,9800,39.18321274,-122.3207169,Sacramento,Sacramento Valley Floor,FALSE,0.25,0.25
A026007,24118,39.17003447,-122.3203044,Sacramento,Sacramento Valley Floor,FALSE,0.25,0.25
A026007,26803,39.16881422,-122.3146552,Sacramento,Sacramento Valley Floor,FALSE,0.25,0.25
A026007,35872,39.17374499,-122.3189102,Sacramento,Sacramento Valley Floor,FALSE,0.25,0.25
A026008,12907,39.17003447,-122.3203044,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A026008,15435,39.16881422,-122.3146552,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A026009,12908,39.17374499,-122.3189102,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026011,4028,36.90317853,-120.9944958,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026012,24119,38.58430653,-120.6254676,San Joaquin,Cosumnes,FALSE,1,1
A026023,4030,38.79056475,-120.7232358,Sacramento,Upper American,FALSE,1,1
A026024,29979,38.78165195,-120.7369035,Sacramento,Upper American,FALSE,1,1
A026025,44346,38.78165195,-120.7369035,Sacramento,Upper American,FALSE,1,1
A026026,7169,38.78653446,-120.7064665,Sacramento,Upper American,FALSE,0.5,0.5
A026026,7170,38.78611089,-120.7054217,Sacramento,Upper American,FALSE,0.5,0.5
A026027,9801,38.79803954,-120.7287162,Sacramento,Upper American,FALSE,1,1
A026028,35919,39.40226281,-120.7893143,Sacramento,Yuba,FALSE,1,1
A026029,41657,40.31135413,-122.4134893,Sacramento,Sacramento Bend,FALSE,1,1
A026030,32671,40.91159313,-121.9066716,Sacramento,Sacramento Bend,FALSE,1,1
A026035,35920,38.73108055,-122.6317385,Sacramento,Putah,FALSE,1,1
A026038,29980,40.99046197,-120.9066881,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026038,32672,40.98361469,-120.8796321,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026039,26804,39.73167826,-121.6476709,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026042,1391,39.17817665,-121.0552824,Sacramento,Bear,FALSE,1,1
A026054,12945,37.62841926,-120.2254665,San Joaquin,Merced,FALSE,1,1
A026056,18506,40.30466587,-121.7393549,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026057,4033,38.82389924,-121.016288,Sacramento,Upper American,FALSE,0.333333333,0.333333333
A026057,4034,38.82063261,-121.0196679,Sacramento,Upper American,FALSE,0.333333333,0.333333333
A026057,4035,38.824717,-121.0155746,Sacramento,Upper American,FALSE,0.333333333,0.333333333
A026060,38501,38.8159775,-121.1243288,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026065,32673,39.2894048,-120.9301201,Sacramento,Yuba,FALSE,1,1
A026066,1392,39.85197192,-121.6650519,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026067,9802,39.26171856,-121.1728453,Sacramento,Yuba,FALSE,1,1
A026068,29982,41.13307597,-120.9671445,Sacramento,Sacramento Bend,FALSE,1,1
A026072,38502,39.08441523,-121.1456719,Sacramento,Bear,FALSE,1,1
A026073,1393,39.24801436,-121.1018471,Sacramento,Yuba,FALSE,1,1
A026074,1394,39.68827612,-121.0021664,Sacramento,Yuba,FALSE,0.25,0.25
A026074,1395,39.68691149,-121.0030748,Sacramento,Yuba,FALSE,0.25,0.25
A026074,24155,39.68609583,-121.0039751,Sacramento,Yuba,FALSE,0.25,0.25
A026074,35922,39.69048449,-121.0035552,Sacramento,Yuba,FALSE,0.25,0.25
A026076,35923,39.77545931,-121.6898745,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026077,12946,40.64598049,-121.8776743,Sacramento,Sacramento Bend,FALSE,1,1
A026078,1396,38.86570839,-121.165513,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026085,18509,39.34256418,-122.3781946,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026088,9803,37.43821912,-120.2864417,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026098,24157,38.91797958,-121.5961766,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A026098,44348,38.95610343,-121.5840027,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A026099,9804,38.74337115,-120.6539521,Sacramento,Upper American,FALSE,1,1
A026100,35925,39.08444101,-121.1491949,Sacramento,Bear,FALSE,1,1
A026101,35926,39.85263636,-122.5146768,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026102,15439,39.78645043,-122.5501093,Sacramento,Stony,FALSE,1,1
A026105,7174,40.24725436,-122.4834926,Sacramento,Sacramento Bend,FALSE,1,1
A026107,26806,38.32119708,-120.9644673,San Joaquin,San Joaquin Valley Floor,FALSE,0.5,0.5
A026107,26807,38.31593637,-120.9596638,San Joaquin,San Joaquin Valley Floor,FALSE,0.5,0.5
A026108,1397,40.85916617,-121.9107231,Sacramento,Sacramento Bend,FALSE,1,1
A026109,38503,37.28216476,-119.7431057,San Joaquin,Fresno,FALSE,1,1
A026114,12949,39.99450536,-122.5557344,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026116,29985,40.86930186,-121.8868436,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026116,40282,40.86751687,-121.8861234,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026117,9805,39.24760809,-120.9851375,Sacramento,Yuba,FALSE,0.5,0.5
A026117,29986,39.24662846,-120.9989241,Sacramento,Yuba,FALSE,0.5,0.5
A026121,7175,37.05404448,-120.4965604,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026122,15442,37.89184756,-121.7988698,San Joaquin,San Joaquin Valley Floor,FALSE,0,0
A026122,35927,37.89158248,-121.7979987,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026123,12950,38.93761956,-122.8786341,Sacramento,Cache,FALSE,1,1
A026130,7176,39.82350694,-122.3403662,Sacramento,Stony,FALSE,1,1
A026136,15443,41.05786246,-122.3793355,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026136,35928,41.06006194,-122.3782601,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026137,26810,38.91639722,-121.1501543,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026141,7177,38.98402393,-121.9476058,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026144,38504,40.48608997,-122.5720459,Sacramento,Sacramento Bend,FALSE,1,1
A026152,44350,37.08989114,-119.4579633,San Joaquin,Upper San Joaquin,FALSE,1,1
A026159,38505,41.62222859,-120.3584706,Sacramento,Sacramento Bend,FALSE,1,1
A026160,1398,39.2470279,-120.8071585,Sacramento,Bear,FALSE,1,1
A026161,26811,39.27371532,-120.8964425,Sacramento,Bear,FALSE,1,1
A026162,24160,39.05011883,-121.3161743,Sacramento,Bear,FALSE,1,1
A026164,12954,39.03538261,-121.9979116,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026168,10407,38.74080436,-122.6362075,Sacramento,Putah,FALSE,1,1
A026174,35931,39.77022648,-122.0254607,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026177,29987,38.60493655,-122.3690398,Sacramento,Putah,FALSE,1,1
A026189,21190,39.54675936,-120.8792167,Sacramento,Yuba,FALSE,1,1
A026190,7179,40.25052207,-122.3815866,Sacramento,Sacramento Bend,FALSE,1,1
A026191,9844,39.98842126,-122.4402339,Sacramento,Upper Sacramento Valley,FALSE,1,1
A026196,18540,38.31918348,-120.8954804,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026197,15471,40.99778613,-121.4286685,Sacramento,Sacramento Bend,FALSE,1,1
A026206,24207,39.78797403,-122.4536945,Sacramento,Stony,FALSE,1,1
A026211,44386,41.00573215,-120.9549941,Sacramento,Sacramento Bend,FALSE,1,1
A026216,1434,40.9786,-121.0153,Sacramento,Sacramento Bend,FALSE,1,1
A026217,32716,41.00722159,-120.9680162,Sacramento,Sacramento Bend,FALSE,1,1
A026218,13003,41.08352445,-120.9980285,Sacramento,Sacramento Bend,FALSE,1,1
A026220,9845,40.997,-120.9814,Sacramento,Sacramento Bend,FALSE,1,1
A026221,24208,41.00473037,-120.9354422,Sacramento,Sacramento Bend,FALSE,1,1
A026222,26843,41.042,-121.035,Sacramento,Sacramento Bend,FALSE,1,1
A026227,13004,39.28720288,-121.0237902,Sacramento,Yuba,FALSE,1,1
A026229,7218,38.53431166,-121.1340803,San Joaquin,Cosumnes,FALSE,1,1
A026230,4070,38.68022312,-120.6670584,San Joaquin,Cosumnes,FALSE,1,1
A026239,7219,41.2963,-121.112,Sacramento,Sacramento Bend,FALSE,1,1
A026243,15473,40.80699676,-121.9012385,Sacramento,Sacramento Bend,FALSE,1,1
A026244,1437,40.80865218,-121.9046501,Sacramento,Sacramento Bend,FALSE,1,1
A026245,21194,39.55395947,-120.8856637,Sacramento,Yuba,FALSE,1,1
A026246,7221,40.05822245,-122.4894561,Sacramento,Sacramento Bend,FALSE,1,1
A026247,44387,39.59801426,-122.55648,Sacramento,Stony,FALSE,1,1
A026260,7222,38.73064581,-122.6359415,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026260,35963,38.73106341,-122.6348935,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026260,35964,38.73051043,-122.6355897,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026268,10408,38.51309611,-122.2645939,Sacramento,Putah,FALSE,0.5,0.5
A026268,13009,38.52433811,-122.2716263,Sacramento,Putah,FALSE,0.5,0.5
A026278,24211,38.83098945,-122.5297625,Sacramento,Putah,FALSE,1,1
A026282,15475,39.31639662,-121.4323635,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026288,35965,41.0119,-120.8673,Sacramento,Sacramento Bend,FALSE,1,1
A026290,15476,40.9517,-121.0583,Sacramento,Sacramento Bend,FALSE,1,1
A026299,24212,38.65576601,-122.4013444,Sacramento,Putah,FALSE,0.5,0.5
A026299,24213,38.65359212,-122.3946788,Sacramento,Putah,FALSE,0.5,0.5
A026301,38540,38.88109272,-122.4676027,Sacramento,Cache,FALSE,0.5,0.5
A026301,38541,38.8827409,-122.4674379,Sacramento,Cache,FALSE,0.5,0.5
A026308,21198,38.61774839,-122.435781,Sacramento,Putah,FALSE,1,1
A026310,26846,38.60212732,-122.4633299,Sacramento,Putah,FALSE,1,1
A026311,18544,38.71331806,-122.615634,Sacramento,Putah,FALSE,1,1
A026313,30032,38.65418602,-122.4573643,Sacramento,Putah,FALSE,1,1
A026319,15478,38.69995607,-122.478857,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026319,18545,38.70147133,-122.4776407,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026319,32990,38.70131522,-122.4821951,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026322,13014,38.56599213,-122.396294,Sacramento,Putah,FALSE,1,1
A026348,26847,41.19179196,-120.8339535,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026348,26848,41.19261532,-120.833939,Sacramento,Sacramento Bend,FALSE,0.5,0.5
A026352,35966,38.61323199,-122.4155237,Sacramento,Putah,FALSE,1,1
A026353,7224,38.81249941,-122.5498061,Sacramento,Putah,FALSE,0.5,0.5
A026353,7225,38.81195025,-122.5498018,Sacramento,Putah,FALSE,0.5,0.5
A026354,15479,38.43523695,-122.202863,Sacramento,Putah,FALSE,1,1
A026356,1439,38.45731599,-122.2168943,Sacramento,Putah,FALSE,1,1
A026357,26849,38.45800698,-122.2144518,Sacramento,Putah,FALSE,1,1
A026358,18546,38.4437355,-122.2105684,Sacramento,Putah,FALSE,1,1
A026360,26850,38.44482877,-122.2133648,Sacramento,Putah,FALSE,1,1
A026361,13016,38.44928442,-122.2118873,Sacramento,Putah,FALSE,1,1
A026363,7226,38.70059755,-122.4559096,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026363,7227,38.7003216,-122.4562582,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026363,7228,38.69913002,-122.4567764,Sacramento,Putah,FALSE,0.333333333,0.333333333
A026364,44388,38.652641,-122.4661087,Sacramento,Putah,FALSE,1,1
A026365,24214,39.28693865,-121.0250306,Sacramento,Yuba,FALSE,1,1
A026366,32718,38.62238049,-122.4452599,Sacramento,Putah,FALSE,1,1
A026373,30035,38.22665622,-119.973289,San Joaquin,Stanislaus,FALSE,1,1
A026378,21200,39.58618268,-122.5324358,Sacramento,Stony,FALSE,1,1
A026379,7229,39.8139172,-122.3342665,Sacramento,Stony,FALSE,1,1
A026380,44389,38.79335771,-120.7786281,Sacramento,Upper American,FALSE,1,1
A026381,13017,38.71158742,-122.6052801,Sacramento,Putah,FALSE,1,1
A026382,15480,38.70290517,-122.6115141,Sacramento,Putah,FALSE,1,1
A026383,18548,38.78037519,-122.7027772,Sacramento,Putah,FALSE,1,1
A026384,30036,38.64983987,-120.9579362,San Joaquin,Cosumnes,FALSE,1,1
A026386,30037,37.8964,-121.1107,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026387,44390,38.89361771,-122.5247818,Sacramento,Putah,FALSE,0.5,0.5
A026387,44391,38.89471365,-122.5253169,Sacramento,Putah,FALSE,0.5,0.5
A026389,24215,38.62059618,-122.4415536,Sacramento,Putah,FALSE,1,1
A026390,41698,40.09729654,-122.4673996,Sacramento,Sacramento Bend,FALSE,1,1
A026396,35968,38.69078471,-122.618768,Sacramento,Putah,FALSE,1,1
A026400,7230,38.44257758,-122.2412896,Sacramento,Putah,FALSE,1,1
A026405,15481,41.39072882,-120.9412404,Sacramento,Sacramento Bend,FALSE,1,1
A026406,24217,38.86570839,-121.165513,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026408,21202,39.61642912,-120.5917882,Sacramento,Yuba,FALSE,0.5,0.5
A026408,41699,39.61586734,-120.5907344,Sacramento,Yuba,FALSE,0.5,0.5
A026409,7231,38.68540515,-122.3179568,Sacramento,Putah,FALSE,0.5,0.5
A026409,7232,38.68678047,-122.3170871,Sacramento,Putah,FALSE,0.5,0.5
A026410,4073,38.91824659,-120.940635,Sacramento,Upper American,FALSE,1,1
A026416,9849,39.06227915,-122.9823214,Sacramento,Cache,FALSE,0.5,0.5
A026416,9850,39.06254481,-122.9833817,Sacramento,Cache,FALSE,0.5,0.5
A026417A,11049,39.06486495,-122.9686201,Sacramento,Cache,FALSE,1,1
A026417B,5196,39.06523577,-122.9735565,Sacramento,Cache,FALSE,1,1
A026417C,45557,39.06588093,-122.9784967,Sacramento,Cache,FALSE,1,1
A026418,4074,39.06736734,-122.9813351,Sacramento,Cache,FALSE,0.5,0.5
A026418,4075,39.06734956,-122.9834484,Sacramento,Cache,FALSE,0.5,0.5
A026422,21204,38.22819624,-121.3459819,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A026427,4077,38.8009182,-121.1301291,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026428,36003,38.61013315,-122.4157867,Sacramento,Putah,FALSE,1,1
A026431,9851,38.45799854,-122.2189917,Sacramento,Putah,FALSE,1,1
A026436,24245,38.78834092,-121.0166048,Sacramento,Upper American,FALSE,1,1
A026438,41741,38.76631061,-121.0758357,Sacramento,Upper American,FALSE,1,1
A026439,21205,38.60196827,-122.4334103,Sacramento,Putah,FALSE,1,1
A026443,7283,38.60591943,-122.441483,Sacramento,Putah,FALSE,1,1
A026452,4078,38.6486741,-122.4085315,Sacramento,Putah,FALSE,1,1
A026457,13066,38.76942851,-120.8839229,Sacramento,Upper American,FALSE,1,1
A026469,1477,39.08083081,-122.5362075,Sacramento,Cache,FALSE,1,1
A026475,1478,38.85331463,-121.1603909,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026477,24246,41.0474511,-120.83903,Sacramento,Sacramento Bend,FALSE,1,1
A026485,41745,38.69239678,-122.4463973,Sacramento,Putah,FALSE,1,1
A026486,7295,38.77735545,-120.2935221,Sacramento,Upper American,FALSE,0.5,0.5
A026486,36008,38.77810613,-120.2978898,Sacramento,Upper American,FALSE,0.5,0.5
A026491,24247,38.59915448,-120.6983208,San Joaquin,Cosumnes,FALSE,1,1
A026492,41746,38.73434689,-122.526942,Sacramento,Putah,FALSE,0,0
A026492,41747,38.73568473,-122.5346649,Sacramento,Putah,FALSE,1,1
A026495,18596,38.59086255,-122.4048835,Sacramento,Putah,FALSE,1,1
A026496,36009,38.60358437,-122.4172619,Sacramento,Putah,FALSE,1,1
A026501,36010,38.53200566,-120.8261073,San Joaquin,Cosumnes,FALSE,1,1
A026509,24248,38.86158037,-122.355793,Sacramento,Cache,FALSE,1,1
A026510,21208,38.8279778,-122.3730112,Sacramento,Putah,FALSE,0,0
A026510,21209,38.83274122,-122.3603252,Sacramento,Putah,FALSE,0,0
A026510,41748,38.86250432,-122.4342989,Sacramento,Putah,FALSE,1,1
A026515A,18598,39.33345244,-121.4391206,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026515B,26854,39.32902038,-121.4453426,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026517,1479,39.30028438,-120.6288302,Sacramento,Upper American,FALSE,1,1
A026520,36011,41.46670646,-120.8628409,Sacramento,Sacramento Bend,FALSE,1,1
A026521,30082,41.48232164,-120.8738861,Sacramento,Sacramento Bend,FALSE,1,1
A026522,15483,39.36248188,-121.0800517,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15484,39.36290481,-121.081461,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15485,39.3633208,-121.0819862,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15486,39.36303931,-121.0811056,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15487,39.36276199,-121.0807555,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15488,39.36220177,-121.0793479,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026522,15489,39.36192166,-121.0786441,Sacramento,Yuba,FALSE,0.142857143,0.142857143
A026523,1480,38.77342875,-121.1634389,Sacramento,Sacramento Valley Floor,FALSE,1,1
A026534,1483,37.31691122,-119.0697217,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026534,21245,37.30305788,-119.031032,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026534,32753,37.27710791,-118.9940758,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026534,36012,37.30306005,-119.0202025,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026535,1484,37.18459858,-119.298218,San Joaquin,Upper San Joaquin,FALSE,0.333333333,0.333333333
A026535,26887,37.18243128,-119.2858521,San Joaquin,Upper San Joaquin,FALSE,0.333333333,0.333333333
A026535,36013,37.18716284,-119.2580636,San Joaquin,Upper San Joaquin,FALSE,0.333333333,0.333333333
A026536A,10653,37.19901823,-119.2357866,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026536A,16195,37.20657466,-119.2339212,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
A026536A,45155,37.20314226,-119.2335674,San Joaquin,Upper San Joaquin,FALSE,0.25,0.25
